case_id,track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
10,4,39,3900,others,479.823,178.702,33.065,-8.879,6.021,5.253,2.244
10,5,39,3900,others,434.883,189.704,31.584,-7.223,6.058,4.673,2.01
10,6,39,3900,others,363.171,199.466,24.922,-4.084,6.12,16.718,2.687
10,7,39,3900,others,337.175,203.334,25.797,-3.621,6.144,4.539,1.882
10,8,39,3900,others,145.262,215.102,24.077,0.323,0.014,16.882,2.687
10,9,39,3900,others,138.223,219.748,32.921,0.757,0.023,4.637,1.891
10,10,39,3900,others,111.415,214.289,23.78,1.197,0.05,16.711,2.687
10,2,40,4000,agent,469.441,177.119,30.115,-7.82,6.029,4.252,1.696
10,4,40,4000,others,482.468,177.988,33.04,-8.956,6.018,5.253,2.244
10,5,40,4000,others,437.409,189.123,31.576,-7.291,6.056,4.673,2.01
10,6,40,4000,others,365.166,199.141,24.911,-4.123,6.119,16.718,2.687
10,7,40,4000,others,339.239,203.042,25.766,-3.67,6.142,4.539,1.882
10,8,40,4000,others,147.189,215.125,24.08,0.292,0.012,16.882,2.687
10,9,40,4000,others,140.859,219.804,32.932,0.68,0.02,4.637,1.891
10,10,40,4000,others,113.319,214.382,23.806,1.156,0.048,16.711,2.687
10,2,41,4100,agent,471.851,176.489,30.096,-7.884,6.026,4.252,1.696
10,4,41,4100,others,485.11,177.268,33.014,-9.032,6.016,5.253,2.244
10,5,41,4100,others,439.935,188.536,31.567,-7.359,6.054,4.673,2.01
10,6,41,4100,others,367.16,198.814,24.899,-4.162,6.117,16.718,2.687
10,7,41,4100,others,341.301,202.748,25.734,-3.718,6.14,4.539,1.882
10,8,41,4100,others,149.116,215.145,24.082,0.26,0.011,16.882,2.687
10,9,41,4100,others,143.496,219.855,32.941,0.604,0.018,4.637,1.891
10,10,41,4100,others,115.224,214.473,23.832,1.116,0.047,16.711,2.687
10,2,42,4200,agent,474.259,175.853,30.075,-7.947,6.024,4.252,1.696
10,4,42,4200,others,487.75,176.542,32.99,-9.109,6.014,5.253,2.244
10,5,42,4200,others,442.46,187.944,31.558,-7.426,6.052,4.673,2.01
10,6,42,4200,others,369.153,198.483,24.885,-4.201,6.116,16.718,2.687
10,7,42,4200,others,343.36,202.451,25.701,-3.767,6.139,4.539,1.882
10,8,42,4200,others,151.044,215.162,24.083,0.229,0.01,16.882,2.687
10,9,42,4200,others,146.132,219.899,32.948,0.528,0.016,4.637,1.891
10,10,42,4200,others,117.132,214.56,23.858,1.075,0.045,16.711,2.687
10,2,43,4300,agent,476.665,175.213,30.054,-8.01,6.022,4.252,1.696
10,4,43,4300,others,490.386,175.81,32.966,-9.185,6.011,5.253,2.244
10,5,43,4300,others,444.984,187.347,31.55,-7.494,6.05,4.673,2.01
10,6,43,4300,others,371.145,198.149,24.871,-4.241,6.114,16.718,2.687
10,7,43,4300,others,345.417,202.151,25.667,-3.816,6.137,4.539,1.882
10,8,43,4300,others,152.971,215.177,24.084,0.198,0.009,16.882,2.687
10,9,43,4300,others,148.768,219.938,32.956,0.452,0.013,4.637,1.891
10,10,43,4300,others,119.042,214.644,23.884,1.034,0.043,16.711,2.687
10,2,44,4400,agent,479.069,174.567,30.032,-8.073,6.02,4.252,1.696
10,4,44,4400,others,493.02,175.072,32.943,-9.261,6.009,5.253,2.244
10,5,44,4400,others,447.506,186.745,31.542,-7.562,6.048,4.673,2.01
10,6,44,4400,others,373.135,197.811,24.856,-4.281,6.112,16.718,2.687
10,7,44,4400,others,347.47,201.846,25.633,-3.866,6.135,4.539,1.882
10,8,44,4400,others,154.897,215.19,24.084,0.167,0.007,16.882,2.687
10,9,44,4400,others,151.405,219.97,32.963,0.376,0.011,4.637,1.891
10,10,44,4400,others,120.952,214.725,23.91,0.994,0.042,16.711,2.687
10,2,45,4500,agent,481.47,173.917,30.011,-8.136,6.018,4.252,1.696
10,4,45,4500,others,495.653,174.328,32.922,-9.338,6.007,5.253,2.244
10,5,45,4500,others,450.028,186.137,31.534,-7.63,6.046,4.673,2.01
10,6,45,4500,others,375.123,197.47,24.841,-4.321,6.111,16.718,2.687
10,7,45,4500,others,349.52,201.537,25.598,-3.915,6.133,4.539,1.882
10,8,45,4500,others,156.824,215.201,24.084,0.136,0.006,16.882,2.687
10,9,45,4500,others,154.043,219.997,32.969,0.3,0.009,4.637,1.891
10,10,45,4500,others,122.865,214.803,23.936,0.953,0.04,16.711,2.687
10,2,46,4600,agent,483.87,173.262,29.989,-8.199,6.016,4.252,1.696
10,4,46,4600,others,498.283,173.578,32.902,-9.414,6.004,5.253,2.244
10,5,46,4600,others,452.551,185.524,31.526,-7.697,6.044,4.673,2.01
10,6,46,4600,others,377.109,197.126,24.828,-4.361,6.109,16.718,2.687
10,7,46,4600,others,351.566,201.223,25.564,-3.965,6.131,4.539,1.882
10,8,46,4600,others,158.75,215.209,24.085,0.105,0.005,16.882,2.687
10,9,46,4600,others,156.682,220.017,32.975,0.224,0.006,4.637,1.891
10,10,46,4600,others,124.779,214.878,23.963,0.913,0.038,16.711,2.687
10,2,47,4700,agent,486.267,172.602,29.968,-8.261,6.014,4.252,1.696
10,4,47,4700,others,500.914,172.822,32.883,-9.491,6.002,5.253,2.244
10,5,47,4700,others,455.073,184.905,31.518,-7.765,6.042,4.673,2.01
10,6,47,4700,others,379.093,196.778,24.815,-4.402,6.107,16.718,2.687
10,7,47,4700,others,353.609,200.907,25.531,-4.016,6.129,4.539,1.882
10,8,47,4700,others,160.676,215.216,24.085,0.074,0.003,16.882,2.687
10,9,47,4700,others,159.32,220.032,32.98,0.148,0.004,4.637,1.891
10,10,47,4700,others,126.696,214.949,23.99,0.872,0.036,16.711,2.687
10,2,48,4800,agent,488.663,171.937,29.947,-8.324,6.012,4.252,1.696
10,4,48,4800,others,503.543,172.06,32.864,-9.568,6,5.253,2.244
10,5,48,4800,others,457.595,184.281,31.509,-7.833,6.04,4.673,2.01
10,6,48,4800,others,381.076,196.427,24.804,-4.443,6.106,16.718,2.687
10,7,48,4800,others,355.651,200.587,25.497,-4.067,6.127,4.539,1.882
10,8,48,4800,others,162.603,215.22,24.085,0.043,0.002,16.882,2.687
10,9,48,4800,others,161.959,220.04,32.985,0.072,0.002,4.637,1.891
10,10,48,4800,others,128.616,215.017,24.018,0.832,0.035,16.711,2.687
10,2,49,4900,agent,491.058,171.267,29.927,-8.386,6.009,4.252,1.696
10,4,49,4900,others,506.171,171.291,32.846,-9.644,5.998,5.253,2.244
10,5,49,4900,others,460.117,183.652,31.499,-7.9,6.038,4.673,2.01
10,6,49,4900,others,383.058,196.073,24.795,-4.484,6.104,16.718,2.687
10,7,49,4900,others,357.69,200.263,25.464,-4.118,6.125,4.539,1.882
10,8,49,4900,others,164.529,215.221,24.085,0.013,0.001,16.882,2.687
10,9,49,4900,others,164.599,220.042,32.989,-0.003,6.283,4.637,1.891
10,10,49,4900,others,130.539,215.081,24.044,0.791,0.033,16.711,2.687
10,2,50,5000,agent,493.451,170.591,29.906,-8.448,6.007,4.252,1.696
10,5,50,5000,others,462.638,183.017,31.487,-7.968,6.036,4.673,2.01
10,6,50,5000,others,385.039,195.716,24.787,-4.526,6.103,16.718,2.687
10,7,50,5000,others,359.726,199.934,25.431,-4.169,6.123,4.539,1.882
10,8,50,5000,others,166.456,215.22,24.085,-0.018,6.283,16.882,2.687
10,9,50,5000,others,167.239,220.037,32.992,-0.079,6.28,4.637,1.891
10,10,50,5000,others,132.464,215.142,24.07,0.751,0.031,16.711,2.687
